,Location,Price_per_sqft,Total_sqft,Area,BHK,Price
3506,1 Bedroom House in Ramohalli,"₹ 3,916/sq.ft.","1,200 sq.ft. (111 sq.m.) Built-up Area",(111 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 47 L₹ 3,916/sq.ft."
3507,2 BHK Apartment in Indira Nagar,"₹ 13,740/sq.ft.","1,310 sq.ft. (122 sq.m.) Super built-up Area",(122 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 1.8 Cr₹ 13,740/sq.ft."
3508,2 BHK Apartment in Sarjapur,"₹ 5,256/sq.ft.",761 sq.ft. (71 sq.m.) Built-up Area,(71 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 40 L₹ 5,256/sq.ft."
3509,3 BHK Apartment in Akshayanagara West,"₹ 9,386/sq.ft.","1,385 sq.ft. (129 sq.m.) Super built-up Area",(129 sq.m.) Super built-up Area,3 BHK2 Baths,"₹ 1.3 Cr₹ 9,386/sq.ft."
3510,Residential land / Plot in Hennur Bande,"₹ 5,800/sq.ft.","1,400 sq.ft. (130 sq.m.) Plot Area",(130 sq.m.) Plot Area,,"₹ 81.2 L₹ 5,800/sq.ft."
3511,2 BHK Apartment in Devanahalli Int Airport,"₹ 4,784/sq.ft.","1,045 sq.ft. (97 sq.m.) Super built-up Area",(97 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 49.99 L₹ 4,784/sq.ft."
3512,3 BHK Apartment in Panathur,"₹ 5,650/sq.ft.","1,575 sq.ft. (146 sq.m.) Super built-up Area",(146 sq.m.) Super built-up Area,3 BHK3 Baths,"₹ 89 L₹ 5,650/sq.ft."
3513,2 BHK Apartment in Kaikondrahalli,"₹ 5,714/sq.ft.","1,190 sq.ft. (111 sq.m.) Super built-up Area",(111 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 68 L₹ 5,714/sq.ft."
3514,Residential land / Plot in Talaghattapura,"₹ 6,500/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,,"₹ 78 L₹ 6,500/sq.ft."
3515,2 BHK Apartment in Nagappa Reddy Layout,"₹ 4,458/sq.ft.","1,470 sq.ft. (137 sq.m.) Super built-up Area",(137 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 65.54 L₹ 4,458/sq.ft."
3516,2 BHK Independent Builder Floor in 1st Phase JP Nagar,"₹ 5,264/sq.ft.","1,140 sq.ft. (106 sq.m.) Super built-up Area",(106 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 60 L₹ 5,264/sq.ft."
3517,Residential land / Plot in Mysore Road,"₹ 2,083/sq.ft.","2,400 sq.ft. (223 sq.m.) Plot Area",(223 sq.m.) Plot Area,,"₹ 50 L₹ 2,083/sq.ft."
3518,2 BHK Apartment in Ramamurthy Nagar,"₹ 5,866/sq.ft.",750 sq.ft. (70 sq.m.) Super built-up Area,(70 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 44 L₹ 5,866/sq.ft."
3519,Residential land / Plot in Bannerghatta Road,"₹ 1,590/sq.ft.","1,000 sq.ft. (93 sq.m.) Plot Area",(93 sq.m.) Plot Area,,"₹ 15.9 L₹ 1,590/sq.ft."
3520,5 Bedroom House in Hoskote,"₹ 18,939/sq.ft.","1,320 sq.ft. (123 sq.m.) Plot Area",(123 sq.m.) Plot Area,5 BHK5 Baths,"₹ 2.5 Cr₹ 18,939/sq.ft."
3521,1 BHK Apartment in Electronic City,"₹ 7,210/sq.ft.",638 sq.ft. (59 sq.m.) Built-up Area,(59 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 46 L₹ 7,210/sq.ft."
3522,3 BHK Apartment in Marsur,"₹ 4,747/sq.ft.","1,285 sq.ft. (119 sq.m.) Carpet Area",(119 sq.m.) Carpet Area,3 BHK2 Baths,"₹ 61 L₹ 4,747/sq.ft."
3523,Residential land / Plot in Billekahalli,"₹ 9,247/sq.ft.","2,260 sq.ft. (210 sq.m.) Plot Area",(210 sq.m.) Plot Area,,"₹ 2.09 Cr₹ 9,247/sq.ft."
3524,Residential land / Plot in Huskuru,"₹ 4,166/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,,"₹ 50 L₹ 4,166/sq.ft."
3525,Residential land / Plot in Chunchanakuppe,"₹ 1,480/sq.ft.","2,500 sq.ft. (232 sq.m.) Plot Area",(232 sq.m.) Plot Area,,"₹ 37 L₹ 1,480/sq.ft."
3526,3 Bedroom House in Andrahalli,"₹ 9,166/sq.ft.",600 sq.ft. (56 sq.m.) Carpet Area,(56 sq.m.) Carpet Area,3 BHK2 Baths,"₹ 55 L₹ 9,166/sq.ft."
3527,3 BHK Apartment in Sahakara Nagar,"₹ 5,577/sq.ft.","1,757 sq.ft. (163 sq.m.) Built-up Area",(163 sq.m.) Built-up Area,3 BHK3 Baths,"₹ 98 L₹ 5,577/sq.ft."
3528,2 BHK Apartment in Sompura Gate,"₹ 4,923/sq.ft.","1,178 sq.ft. (109 sq.m.) Super built-up Area",(109 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 58 L₹ 4,923/sq.ft."
3529,4 Bedroom House in KR Puram,"₹ 11,333/sq.ft.",600 sq.ft. (56 sq.m.) Built-up Area,(56 sq.m.) Built-up Area,4 BHK4 Baths,"₹ 68 L₹ 11,333/sq.ft."
3530,4 BHK Independent Builder Floor in Hulimavu,"₹ 8,990/sq.ft.","3,170 sq.ft. (295 sq.m.) Built-up Area",(295 sq.m.) Built-up Area,4 BHK3 Baths,"₹ 2.85 Cr₹ 8,990/sq.ft."
3531,Residential land / Plot in chandapura main road,"₹ 3,000/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,,"₹ 36 L₹ 3,000/sq.ft."
3532,Residential land / Plot in haralur road,"₹ 9,900/sq.ft.","4,000 sq.ft. (372 sq.m.) Plot Area",(372 sq.m.) Plot Area,,"₹ 3.96 Cr₹ 9,900/sq.ft."
3533,Residential land / Plot in Suragajakkanahalli,"₹ 2,500/sq.ft.","1,800 sq.ft. (167 sq.m.) Plot Area",(167 sq.m.) Plot Area,,"₹ 45 L₹ 2,500/sq.ft."
3534,2 BHK Apartment in Rachenahalli,"₹ 5,791/sq.ft.","1,200 sq.ft. (111 sq.m.) Super built-up Area",(111 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 69.5 L₹ 5,791/sq.ft."
3535,Residential land / Plot in Hoskote,"₹ 3,333/sq.ft.","2,400 sq.ft. (223 sq.m.) Plot Area",(223 sq.m.) Plot Area,,"₹ 80 L₹ 3,333/sq.ft."
3536,Residential land / Plot in Nelamangala,"₹ 2,388/sq.ft.","1,256 sq.ft. (117 sq.m.) Plot Area",(117 sq.m.) Plot Area,,"₹ 30 L₹ 2,388/sq.ft."
3537,10 Bedroom House in Hosa Road,"₹ 19,583/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,10 BHK9 Baths,"₹ 2.35 Cr₹ 19,583/sq.ft."
3538,3 BHK Apartment in Sampangirama Nagar,"₹ 12,500/sq.ft.","1,880 sq.ft. (175 sq.m.) Built-up Area",(175 sq.m.) Built-up Area,3 BHK3 Baths,"₹ 2.35 Cr₹ 12,500/sq.ft."
3539,3 BHK Apartment in Marasandra dodbalapur road,"₹ 4,068/sq.ft.","1,180 sq.ft. (110 sq.m.) Built-up Area",(110 sq.m.) Built-up Area,3 BHK2 Baths,"₹ 48 L₹ 4,068/sq.ft."
3540,11 Bedroom House in Nagondanahalli,"₹ 10,000/sq.ft.","1,600 sq.ft. (149 sq.m.) Plot Area",(149 sq.m.) Plot Area,11 BHK11 Baths,"₹ 1.6 Cr₹ 10,000/sq.ft."
3541,3 BHK Apartment in Industrial Layout,"₹ 5,291/sq.ft.","1,323 sq.ft. (123 sq.m.) Super built-up Area",(123 sq.m.) Super built-up Area,3 BHK2 Baths,"₹ 70 L₹ 5,291/sq.ft."
3542,3 BHK Apartment in 8th Phase JP Nagar,"₹ 5,812/sq.ft.","1,600 sq.ft. (149 sq.m.) Super built-up Area",(149 sq.m.) Super built-up Area,3 BHK3 Baths,"₹ 93 L₹ 5,812/sq.ft."
3543,Residential land / Plot in Avenue Road,₹ 548/sq.ft.,"2,368 sq.ft. (220 sq.m.) Plot Area",(220 sq.m.) Plot Area,,₹ 13 L₹ 548/sq.ft.
3544,1 BHK Independent Builder Floor in chollurpalya magadi road,"₹ 17,333/sq.ft.",375 sq.ft. (35 sq.m.) Carpet Area,(35 sq.m.) Carpet Area,1 BHK1 Bath,"₹ 65 L₹ 17,333/sq.ft."
3545,3 BHK Independent Builder Floor in MSR Nagar,"₹ 25,000/sq.ft.","1,200 sq.ft. (111 sq.m.) Carpet Area",(111 sq.m.) Carpet Area,3 BHK3 Baths,"₹ 3 Cr₹ 25,000/sq.ft."
3546,5 Bedroom House in Sir M V layout,"₹ 21,666/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,5 BHK5 Baths,"₹ 2.6 Cr₹ 21,666/sq.ft."
3547,Residential land / Plot in Lingarajapuram,"₹ 8,333/sq.ft.",660 sq.ft. (61 sq.m.) Plot Area,(61 sq.m.) Plot Area,,"₹ 55 L₹ 8,333/sq.ft."
3548,1 BHK Apartment in Sanjay nagar,"₹ 13,800/sq.ft.",500 sq.ft. (46 sq.m.) Carpet Area,(46 sq.m.) Carpet Area,1 BHK1 Bath,"₹ 69 L₹ 13,800/sq.ft."
3549,1 Bedroom House in Chandra Layout,"₹ 15,333/sq.ft.",600 sq.ft. (56 sq.m.) Plot Area,(56 sq.m.) Plot Area,1 BHK1 Bath,"₹ 92 L₹ 15,333/sq.ft."
3550,2 BHK Apartment in Immadihalli,"₹ 5,052/sq.ft.","1,049 sq.ft. (97 sq.m.) Super built-up Area",(97 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 53 L₹ 5,052/sq.ft."
3551,2 BHK Apartment in Uttarahalli,"₹ 5,417/sq.ft.","1,292 sq.ft. (120 sq.m.) Super built-up Area",(120 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 70 L₹ 5,417/sq.ft."
3552,Residential land / Plot in Janatha Colony,"₹ 6,000/sq.ft.","1,455 sq.ft. (135 sq.m.) Plot Area",(135 sq.m.) Plot Area,,"₹ 87.3 L₹ 6,000/sq.ft."
3553,6 Bedroom House in Andrahalli,"₹ 3,560/sq.ft.","2,500 sq.ft. (232 sq.m.) Plot Area",(232 sq.m.) Plot Area,6 BHK6 Baths,"₹ 89 L₹ 3,560/sq.ft."
3554,Residential land / Plot in Aadhya City Layout,"₹ 3,500/sq.ft.","2,400 sq.ft. (223 sq.m.) Plot Area",(223 sq.m.) Plot Area,,"₹ 82 L₹ 3,500/sq.ft."
3555,Residential land / Plot in Dominic Layout,"₹ 5,312/sq.ft.",800 sq.ft. (74 sq.m.) Plot Area,(74 sq.m.) Plot Area,,"₹ 42.5 L₹ 5,312/sq.ft."
3556,Residential land / Plot in Chandapura,"₹ 4,000/sq.ft.",800 sq.ft. (74 sq.m.) Plot Area,(74 sq.m.) Plot Area,,"₹ 32 L₹ 4,000/sq.ft."
3557,8 Bedroom House in Palace Guttahalli,"₹ 21,000/sq.ft.",500 sq.ft. (46 sq.m.) Plot Area,(46 sq.m.) Plot Area,8 BHK8 Baths,"₹ 1.05 Cr₹ 21,000/sq.ft."
3558,2 BHK Apartment in Pai Layout,"₹ 5,633/sq.ft.","1,065 sq.ft. (99 sq.m.) Super built-up Area",(99 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 60 L₹ 5,633/sq.ft."
3559,2 BHK Apartment in Nagarbhavi,"₹ 5,395/sq.ft.","1,149 sq.ft. (107 sq.m.) Built-up Area",(107 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 62 L₹ 5,395/sq.ft."
3560,Residential land / Plot in Jangamakote,₹ 750/sq.ft.,"1,600 sq.ft. (149 sq.m.) Plot Area",(149 sq.m.) Plot Area,,₹ 12 L₹ 750/sq.ft.
3561,2 BHK Apartment in Nagasandra,"₹ 3,527/sq.ft.","1,134 sq.ft. (105 sq.m.) Carpet Area",(105 sq.m.) Carpet Area,2 BHK2 Baths,"₹ 40 L₹ 3,527/sq.ft."
3562,Residential land / Plot in Sulibele,"₹ 1,003/sq.ft.","1,295 sq.ft. (120 sq.m.) Plot Area",(120 sq.m.) Plot Area,,"₹ 13 L₹ 1,003/sq.ft."
3563,2 BHK Apartment in Horamavu Agara,"₹ 5,487/sq.ft.","1,057 sq.ft. (98 sq.m.) Carpet Area",(98 sq.m.) Carpet Area,2 BHK2 Baths,"₹ 58 L₹ 5,487/sq.ft."
3564,2 BHK Apartment in Kengeri,"₹ 6,232/sq.ft.","1,043 sq.ft. (97 sq.m.) Super built-up Area",(97 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 65 L₹ 6,232/sq.ft."
3565,Residential land / Plot in Kengeri Satellite Town,"₹ 8,000/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,,"₹ 96 L₹ 8,000/sq.ft."
3566,1 Bedroom House in Chandapura,"₹ 2,750/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,1 BHK1 Bath,"₹ 33 L₹ 2,750/sq.ft."
3567,1 Bedroom House in Chandapura,"₹ 2,750/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,1 BHK1 Bath,"₹ 33 L₹ 2,750/sq.ft."
3568,3 BHK Apartment in Bellandur,"₹ 6,189/sq.ft.","1,454 sq.ft. (135 sq.m.) Super built-up Area",(135 sq.m.) Super built-up Area,3 BHK2 Baths,"₹ 90 L₹ 6,189/sq.ft."
3569,Residential land / Plot in nettigere,"₹ 1,600/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,,"₹ 19 L₹ 1,600/sq.ft."
3570,3 BHK Apartment in Rajapura,"₹ 8,950/sq.ft.","1,229 sq.ft. (114 sq.m.) Super built-up Area",(114 sq.m.) Super built-up Area,3 BHK3 Baths,"₹ 1.1 Cr₹ 8,950/sq.ft."
3571,Residential land / Plot in Kambipura,"₹ 2,166/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,,"₹ 26 L₹ 2,166/sq.ft."
3572,2 BHK Apartment in 8th Phase JP Nagar,"₹ 6,797/sq.ft.","1,324 sq.ft. (123 sq.m.) Super built-up Area",(123 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 90 L₹ 6,797/sq.ft."
3573,Residential land / Plot in Rayasandra,"₹ 6,000/sq.ft.","1,500 sq.ft. (139 sq.m.) Plot Area",(139 sq.m.) Plot Area,,"₹ 90 L₹ 6,000/sq.ft."
3574,2 BHK Apartment in Kengeri,"₹ 5,376/sq.ft.","1,023 sq.ft. (95 sq.m.) Super built-up Area",(95 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 55 L₹ 5,376/sq.ft."
3575,Residential land / Plot in Bagalur,"₹ 2,393/sq.ft.","3,300 sq.ft. (307 sq.m.) Plot Area",(307 sq.m.) Plot Area,,"₹ 79 L₹ 2,393/sq.ft."
3576,2 BHK Apartment in Whitefield,"₹ 5,836/sq.ft.","1,165 sq.ft. (108 sq.m.) Super built-up Area",(108 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 68 L₹ 5,836/sq.ft."
3577,3 BHK Apartment in Devanahalli,"₹ 5,505/sq.ft.","1,780 sq.ft. (165 sq.m.) Super built-up Area",(165 sq.m.) Super built-up Area,3 BHK3 Baths,"₹ 98 L₹ 5,505/sq.ft."
3578,4 Bedroom House in Tippenahalli,"₹ 12,000/sq.ft.",600 sq.ft. (56 sq.m.) Plot Area,(56 sq.m.) Plot Area,4 BHK4 Baths,"₹ 72 L₹ 12,000/sq.ft."
3579,Residential property in Whitefield,"₹ 6,492/sq.ft.","6,700 sq.ft. (622 sq.m.) Plot Area",(622 sq.m.) Plot Area,,"₹ 4.35 Cr₹ 6,492/sq.ft."
3580,Residential land / Plot in Hegde Nagar,"₹ 7,647/sq.ft.","3,400 sq.ft. (316 sq.m.) Plot Area",(316 sq.m.) Plot Area,,"₹ 2.6 Cr₹ 7,647/sq.ft."
3581,2 BHK Apartment in Kadubeesanahalli,"₹ 7,078/sq.ft.","1,342 sq.ft. (125 sq.m.) Carpet Area",(125 sq.m.) Carpet Area,2 BHK2 Baths,"₹ 95 L₹ 7,078/sq.ft."
3582,Residential land / Plot in Hessarghatta,"₹ 1,200/sq.ft.","1,650 sq.ft. (153 sq.m.) Plot Area",(153 sq.m.) Plot Area,,"₹ 19.8 L₹ 1,200/sq.ft."
3583,2 Bedroom House in KR Puram,"₹ 6,730/sq.ft.","1,248 sq.ft. (116 sq.m.) Plot Area",(116 sq.m.) Plot Area,2 BHK2 Baths,"₹ 84 L₹ 6,730/sq.ft."
3584,Residential land / Plot in Near International Airport,"₹ 2,800/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,,"₹ 33.6 L₹ 2,800/sq.ft."
3585,2 BHK Apartment in KR Puram,"₹ 7,089/sq.ft.",945 sq.ft. (88 sq.m.) Super built-up Area,(88 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 67 L₹ 7,089/sq.ft."
3586,2 BHK Apartment in Bommanahalli,"₹ 7,117/sq.ft.","1,405 sq.ft. (131 sq.m.) Carpet Area",(131 sq.m.) Carpet Area,2 BHK2 Baths,"₹ 1 Cr₹ 7,117/sq.ft."
3587,Residential land / Plot in Chikkabanavar,"₹ 3,500/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,,"₹ 42 L₹ 3,500/sq.ft."
3588,2 BHK Apartment in KR Puram,"₹ 6,891/sq.ft.","1,335 sq.ft. (124 sq.m.) Super built-up Area",(124 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 92 L₹ 6,891/sq.ft."
3589,2 Bedroom House in Kithaganur,"₹ 7,000/sq.ft.","1,000 sq.ft. (93 sq.m.) Plot Area",(93 sq.m.) Plot Area,2 BHK2 Baths,"₹ 70 L₹ 7,000/sq.ft."
3590,1 BHK Apartment in Vishwapriya Layout,"₹ 3,738/sq.ft.",535 sq.ft. (50 sq.m.) Super built-up Area,(50 sq.m.) Super built-up Area,1 BHK1 Bath,"₹ 20 L₹ 3,738/sq.ft."
3591,2 BHK Apartment in Battarahalli,"₹ 4,728/sq.ft.","1,100 sq.ft. (102 sq.m.) Built-up Area",(102 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 52 L₹ 4,728/sq.ft."
3592,2 BHK Apartment in Celebrity Classic Layout,"₹ 3,725/sq.ft.","1,530 sq.ft. (142 sq.m.) Built-up Area",(142 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 57 L₹ 3,725/sq.ft."
3593,2 BHK Independent Builder Floor in Sarjapur,"₹ 5,249/sq.ft.",762 sq.ft. (71 sq.m.) Built-up Area,(71 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 40 L₹ 5,249/sq.ft."
3594,2 BHK Apartment in Brookefield,"₹ 8,319/sq.ft.","1,142 sq.ft. (106 sq.m.) Built-up Area",(106 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 95 L₹ 8,319/sq.ft."
3595,1 Bedroom House in Chandapura,"₹ 3,437/sq.ft.","1,600 sq.ft. (149 sq.m.) Built-up Area",(149 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 55 L₹ 3,437/sq.ft."
3596,1 Bedroom House in Hemmigepura,"₹ 4,583/sq.ft.","2,400 sq.ft. (223 sq.m.) Built-up Area",(223 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 1.1 Cr₹ 4,583/sq.ft."
3597,2 Bedroom House in Malur,"₹ 4,166/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,2 BHK2 Baths,"₹ 55 L₹ 4,166/sq.ft."
3598,Residential land / Plot in 2nd Block Hbr Layout,"₹ 12,000/sq.ft.","2,720 sq.ft. (253 sq.m.) Plot Area",(253 sq.m.) Plot Area,,"₹ 3.26 Cr₹ 12,000/sq.ft."
3599,Residential land / Plot in Slv layout,"₹ 10,750/sq.ft.",400 sq.ft. (37 sq.m.) Plot Area,(37 sq.m.) Plot Area,,"₹ 43 L₹ 10,750/sq.ft."
3600,3 Bedroom House in Sarjapur Road,"₹ 16,333/sq.ft.",300 sq.ft. (28 sq.m.) Carpet Area,(28 sq.m.) Carpet Area,3 BHK3 Baths,"₹ 49 L₹ 16,333/sq.ft."
3601,2 BHK Apartment in Old Madras Road,"₹ 8,536/sq.ft.","1,148 sq.ft. (107 sq.m.) Carpet Area",(107 sq.m.) Carpet Area,2 BHK2 Baths,"₹ 1.05 Cr₹ 8,536/sq.ft."
3602,2 BHK Apartment in Sarjapur Road,"₹ 7,359/sq.ft.","1,155 sq.ft. (107 sq.m.) Built-up Area",(107 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 85 L₹ 7,359/sq.ft."
3603,1 BHK Apartment in Sarjapur Road,"₹ 4,311/sq.ft.",626 sq.ft. (58 sq.m.) Super built-up Area,(58 sq.m.) Super built-up Area,1 BHK1 Bath,"₹ 26.99 L₹ 4,311/sq.ft."
3604,4 BHK Independent Builder Floor in sanjaynagar keb layout,"₹ 7,000/sq.ft.","3,500 sq.ft. (325 sq.m.) Carpet Area",(325 sq.m.) Carpet Area,4 BHK4 Baths,"₹ 2.45 Cr₹ 7,000/sq.ft."
3605,Residential land / Plot in Bukkasagara,"₹ 1,333/sq.ft.","4,500 sq.ft. (418 sq.m.) Plot Area",(418 sq.m.) Plot Area,,"₹ 60 L₹ 1,333/sq.ft."
3606,Residential land / Plot in high point lay out,"₹ 3,158/sq.ft.","1,140 sq.ft. (106 sq.m.) Plot Area",(106 sq.m.) Plot Area,,"₹ 36 L₹ 3,158/sq.ft."
3607,Residential land / Plot in Adde Vishwanathapura,"₹ 2,949/sq.ft.","1,560 sq.ft. (145 sq.m.) Plot Area",(145 sq.m.) Plot Area,,"₹ 46 L₹ 2,949/sq.ft."
3608,2 BHK Apartment in Kothnur Narayanapura,"₹ 3,853/sq.ft.","1,090 sq.ft. (101 sq.m.) Built-up Area",(101 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 42 L₹ 3,853/sq.ft."
3609,2 BHK Independent Builder Floor in 8 main,"₹ 9,402/sq.ft.","1,170 sq.ft. (109 sq.m.) Built-up Area",(109 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 1.1 Cr₹ 9,402/sq.ft."
3610,1 Bedroom House in Kodigehalli,"₹ 5,166/sq.ft.","1,200 sq.ft. (111 sq.m.) Built-up Area",(111 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 62 L₹ 5,166/sq.ft."
3611,1 Bedroom House in Bukkasagara,"₹ 5,416/sq.ft.","1,200 sq.ft. (111 sq.m.) Built-up Area",(111 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 65 L₹ 5,416/sq.ft."
3612,2 BHK Independent Builder Floor in Rachenahalli,"₹ 15,625/sq.ft.",960 sq.ft. (89 sq.m.) Carpet Area,(89 sq.m.) Carpet Area,2 BHK2 Baths,"₹ 1.5 Cr₹ 15,625/sq.ft."
3613,3 Bedroom House in Kyathsandra,"₹ 6,428/sq.ft.","1,400 sq.ft. (130 sq.m.) Built-up Area",(130 sq.m.) Built-up Area,3 BHK3 Baths,"₹ 90 L₹ 6,428/sq.ft."
3614,1 Bedroom House in Jayanagar,"₹ 12,380/sq.ft.","2,100 sq.ft. (195 sq.m.) Built-up Area",(195 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 2.6 Cr₹ 12,380/sq.ft."
3615,1 Bedroom House in Shivaji Nagar,"₹ 15,000/sq.ft.","1,500 sq.ft. (139 sq.m.) Built-up Area",(139 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 2.25 Cr₹ 15,000/sq.ft."
3616,1 BHK Independent Builder Floor in Thattanahalli,"₹ 5,059/sq.ft.","1,087 sq.ft. (101 sq.m.) Built-up Area",(101 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 55 L₹ 5,059/sq.ft."
3617,1 Bedroom House in Lingarajapuram,"₹ 8,382/sq.ft.","2,028 sq.ft. (188 sq.m.) Built-up Area",(188 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 1.7 Cr₹ 8,382/sq.ft."
3618,1 Bedroom House in HBR Layout,"₹ 4,750/sq.ft.","2,000 sq.ft. (186 sq.m.) Built-up Area",(186 sq.m.) Built-up Area,1 BHK1 Bath,"₹ 95 L₹ 4,750/sq.ft."
3619,2 BHK Apartment in Sarjapur Road,"₹ 6,071/sq.ft.","1,400 sq.ft. (130 sq.m.) Built-up Area",(130 sq.m.) Built-up Area,2 BHK2 Baths,"₹ 85 L₹ 6,071/sq.ft."
3620,2 BHK Apartment in Doddakallasandra,"₹ 5,701/sq.ft.","1,140 sq.ft. (106 sq.m.) Super built-up Area",(106 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 65 L₹ 5,701/sq.ft."
3621,3 BHK Apartment in RR Nagar,"₹ 7,696/sq.ft.","1,650 sq.ft. (153 sq.m.) Super built-up Area",(153 sq.m.) Super built-up Area,3 BHK3 Baths,"₹ 1.27 Cr₹ 7,696/sq.ft."
3622,Residential land / Plot in Neelamangala,"₹ 2,245/sq.ft.",855 sq.ft. (79 sq.m.) Plot Area,(79 sq.m.) Plot Area,,"₹ 19.2 L₹ 2,245/sq.ft."
3623,3 BHK Apartment in Yelahanka,"₹ 4,325/sq.ft.","1,075 sq.ft. (100 sq.m.) Carpet Area",(100 sq.m.) Carpet Area,3 BHK2 Baths,"₹ 46.5 L₹ 4,325/sq.ft."
3624,2 BHK Apartment in Yelahanka,"₹ 7,045/sq.ft.",883 sq.ft. (82 sq.m.) Super built-up Area,(82 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 62 L₹ 7,045/sq.ft."
3625,3 BHK Apartment in Rajarajeshwari Nagar,"₹ 5,864/sq.ft.","1,330 sq.ft. (124 sq.m.) Super built-up Area",(124 sq.m.) Super built-up Area,3 BHK2 Baths,"₹ 78 L₹ 5,864/sq.ft."
3626,2 BHK Apartment in Abbigere,"₹ 5,500/sq.ft.","1,100 sq.ft. (102 sq.m.) Carpet Area",(102 sq.m.) Carpet Area,2 BHK2 Baths,"₹ 60.5 L₹ 5,500/sq.ft."
3627,Residential land / Plot in Navaratan Gardens,"₹ 4,166/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,,"₹ 50 L₹ 4,166/sq.ft."
3628,Residential land / Plot in Kuthaganahalli,"₹ 3,166/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,,"₹ 38 L₹ 3,166/sq.ft."
3629,Residential land / Plot in Nelamangala,"₹ 2,333/sq.ft.","1,500 sq.ft. (139 sq.m.) Plot Area",(139 sq.m.) Plot Area,,"₹ 35 L₹ 2,333/sq.ft."
3630,2 BHK Apartment in Hagadur,"₹ 4,413/sq.ft.","1,065 sq.ft. (99 sq.m.) Super built-up Area",(99 sq.m.) Super built-up Area,2 BHK2 Baths,"₹ 47 L₹ 4,413/sq.ft."
3631,Residential land / Plot in Sarjapur,"₹ 2,752/sq.ft.","1,453 sq.ft. (135 sq.m.) Plot Area",(135 sq.m.) Plot Area,,"₹ 40 L₹ 2,752/sq.ft."
3632,Residential land / Plot in Banashankari,"₹ 9,000/sq.ft.","1,200 sq.ft. (111 sq.m.) Plot Area",(111 sq.m.) Plot Area,,"₹ 1.08 Cr₹ 9,000/sq.ft."
